Component_ID,Lot_ID,True_Class,Temperature_C_0h,Temperature_C_24h,Temperature_C_48h,Temperature_C_96h,Temperature_C_168h,VCE_0h,VCE_24h,VCE_48h,VCE_96h,VCE_168h,Leakage_uA_0h,Leakage_uA_24h,Leakage_uA_48h,Leakage_uA_96h,Leakage_uA_168h,Breakdown_V_0h,Breakdown_V_24h,Breakdown_V_48h,Breakdown_V_96h,Breakdown_V_168h
C01-015,L01,NORMAL,130.14934724951974,127.36399471821682,126.5700469350675,128.3458819919864,127.87604773456404,1.025938483972628,1.045797290187849,1.0742638456688731,1.1129210905766318,1.2079948903326931,9.095129714026852,8.76144844438588,10.50911346897096,11.111342019522134,13.177803171381944,609.9909508441332,611.1099674790723,607.1210019986885,609.2889797805947,605.5658453375377
C01-016,L01,NORMAL,128.0184702458306,127.55585535725824,126.52522182109888,128.5711280489014,129.14938028144132,1.015504383209718,1.040252867902118,1.0565580653845827,1.0901903448903605,1.1672329549251437,9.148819384345211,8.953506828456911,9.041871346496116,7.558627859138838,7.5139954117312175,606.3611043051417,607.0813056979448,603.9434995351282,605.2797886308607,607.0385679230807
C01-017,L01,LATENT_DEFECT,126.93356029544,126.4395126337966,127.69060749848592,127.28779391080008,127.63244980823724,1.004463694797999,1.1321920269914472,1.2624072425156223,1.4945442173581174,1.8741869276328744,9.631610085804605,15.390869671362992,21.95295683253053,54.48367298545282,181.75347631963723,604.4572823974589,607.6289038102386,605.4636703192976,602.8281405583763,602.057771343488
C01-018,L01,NORMAL,127.69055661897028,127.8910752843064,128.1547645217919,126.23212665586468,127.52850256252488,1.004562734948449,1.0048166216353318,0.9996418860630016,0.9902293789288236,0.957632842075085,8.149099411988082,9.151528061362088,9.70915928376112,11.28501039336228,13.975940322146949,609.1317181437006,611.1856154475008,607.7000187780701,607.7579158597608,608.2722676992367
C01-019,L01,NORMAL,128.88554568190798,128.0447738917989,127.76491095478094,126.97015695998788,127.53544541561794,1.0159495531173088,1.0063961998737796,1.023200377974658,1.0096767152473372,1.0149328145572427,8.72908237645093,8.845214039815197,9.182382595737907,9.538112036147572,11.285736990200723,604.8855897906907,608.4149293389502,605.9996742771145,605.8291451848354,605.767683929822
C01-020,L01,NORMAL,127.10221391588884,130.24210916142104,126.2607357961792,128.6125002708637,128.7195095575842,0.9797178597994604,0.9758576173364836,0.9858805143962784,0.974396635128472,0.9714355839106844,9.003102787202392,7.679801301074749,8.377590498352673,8.52682141640485,8.623275077818771,602.1008015570078,600.3902261118261,601.616358115449,600.9866233672702,600.3114208388889
C01-021,L01,NORMAL,128.07992297249632,127.37312994114528,127.2829228315559,126.13522599793954,127.56831658022564,1.0240392955558948,1.0487261685773712,1.0534239186901408,1.0832018617327814,1.1006767974176557,9.135352052234824,9.230956844874536,9.504555136350488,10.657501596290496,14.598119550630631,609.6709460267846,608.3208742491707,610.1522435651248,608.3175149871439,608.8574951197173
C01-022,L01,NORMAL,127.73459997812112,126.57722236157257,127.8728362077258,127.66204584175162,126.3735668897586,1.0224864941387013,1.0097606837455273,0.9980614726410372,0.9833297496901904,0.9610376919222716,9.40387144911413,9.1053704776486,9.373687991098882,9.786334987487328,9.80953240752704,609.4082923738691,605.7669640325157,607.4463082180238,608.0113989238222,607.4680965018963
C01-023,L01,LATENT_DEFECT,125.41177218337376,128.53609063180429,128.05714251748356,129.64299299998677,127.30110573631822,1.0204309184158111,1.1413795458027995,1.2992799889975462,1.5704331999950918,1.948671910477282,7.787530549550281,15.61952563879552,30.39444407466088,122.4251946015193,990.0148387721754,609.780220021889,607.3287552799635,606.8815989099672,606.7278785200251,603.7344275130847
C01-024,L01,NORMAL,128.58462063151055,126.78738609749924,127.01509524486626,127.20771734778074,128.09060759685224,1.0130844974075934,1.0280496563070605,1.0350405277160892,1.0392424012525443,1.0891466761412796,8.240412232308458,8.702376466358395,9.64181022796576,12.522672281219243,15.891449548372552,609.8390855417703,609.7911458257304,609.6368679638797,609.3028085908633,608.9186950406511
C01-025,L01,NORMAL,127.4164248837243,127.63177030815136,126.32728852935432,127.48436898710511,127.98608485215094,0.9912487559392336,0.9845345649889882,0.9808465060018748,0.9776664618832948,0.9450638450985066,10.39836961560688,9.832244070885867,10.241729063164415,10.97214423076439,10.768984743838702,606.4613379782991,603.1040148244554,604.122229143701,603.7898485504692,601.6427040122167
C01-026,L01,NORMAL,129.03421298600523,126.91927105438111,126.20603580985296,128.60653818578177,128.65750204548797,1.0325961507075867,1.0380335723595044,1.0471976512886223,1.072600406356244,1.09977462771742,7.834984557072322,7.387519401142536,7.608954356785622,7.07394634655905,6.447074969549608,607.684632821023,607.3998878204818,605.3233862818321,604.1908871884582,605.536001331761
C01-027,L01,NORMAL,127.30037123053636,129.32006858947037,127.57593264916072,127.0392778152122,127.6205894946548,1.0206080161793092,1.036819783495354,1.060377272136515,1.1194904920393602,1.1603195022424122,9.304008649345697,8.887804125935675,8.840997106048219,8.148730308641602,8.364586714037879,607.0883597514585,606.4068214228781,605.7063216423901,604.0805221500121,603.5890897161464
C01-028,L01,NORMAL,128.4691788398831,127.80960949838536,128.5074431844483,128.94971300652293,129.28287301589395,1.004518193993314,1.0022488469102064,0.9931904796845714,0.9765012822533962,0.9336724425592527,9.787259335931916,9.526266378421298,8.622487018505392,8.146326623698295,7.274753111451422,603.2978691872875,602.3625640614716,601.769429533034,603.6120788904805,602.7428657009823
C01-029,L01,NORMAL,127.97981323407876,125.5744255938328,125.961858742628,128.3379917212751,127.52242944528838,1.0005231002013435,1.0284684794461405,1.0566395301879448,1.102558318781055,1.1764008855302654,9.088609675230373,9.029164359878129,8.778711180006844,8.017670289125432,6.651293605306447,606.4830678655359,604.0654841649018,604.6446180991377,607.7465494782382,605.1832830944667
C01-030,L01,NORMAL,128.4570652920349,126.03808301945944,129.50351076847446,129.1723192701263,128.21868545367246,1.0281354404510576,1.0427321317361842,1.0520379734969447,1.0929096395755786,1.1194187071248851,8.326884142374947,9.206920159449938,9.699160578986367,12.500303119666771,15.922266389607069,609.6407561976474,608.4774031076204,606.4599398096726,608.1565961407134,606.3200610184006
C01-031,L01,NORMAL,127.6187801643781,126.57137861025048,127.69900951167853,127.86060735607508,128.2009741835388,1.0097770156596724,1.0310793898893773,1.0703282071660736,1.13189499972523,1.2006468688750696,10.28063221142139,9.668451365353436,9.396595358483616,8.743428878739126,7.035466893716554,608.2921977414602,607.1912313732754,605.7899066611399,608.8597726732904,607.5845135280982
C01-032,L01,NORMAL,127.31773640776302,128.065798538152,129.2594710890901,127.8508040957503,125.1488597160707,0.9945221277727384,1.003777747178001,1.02202690723169,1.034787613786334,1.0812366794072528,8.43023650246216,9.247129119213646,9.337019208999902,10.17708985862768,13.152649378917696,606.8501493314419,605.9990978251429,605.8388009404795,604.051678840867,607.5473249229324
C01-033,L01,NORMAL,127.48575492413347,127.72839549952016,128.67297972401843,127.33194396627243,127.83567937103894,1.0041498476197883,1.030911845406756,1.0316144642504967,1.0493890623736672,1.1011916436996898,8.726022084224489,8.051550027633494,7.880530939751667,7.532043892213972,6.606771240101077,605.9726084618428,605.8063587263215,607.4507389525435,603.070285578846,603.6413308498283
C01-034,L01,NORMAL,128.65272600684162,127.7751068788343,127.88469651750832,127.60072683138728,128.76934375902195,1.0183135023515677,1.026531145196885,1.0540302247988342,1.0697365781891184,1.1344400540071935,8.183831752817856,8.050746391306685,7.885940957772072,7.627431171786252,8.202501403922303,601.5656543300664,601.6066171391069,603.0882096874473,602.0254960699311,602.0427641492785
C01-035,L01,NORMAL,127.26396526167842,128.87103375971705,126.28605207924753,129.4099702563229,126.5446777042034,0.9991218987324716,1.0384435678023316,1.0632937361534294,1.1253416387203858,1.1968761902325158,9.169571510659567,9.403430854301188,8.770743773142193,8.417688608484218,8.031799372657039,603.9256169034977,604.4065484094108,605.2106776881673,604.1698621251306,603.6424244805933
C01-036,L01,NORMAL,128.35110755629935,126.9546888928502,129.7038690293777,127.89740743713048,129.46908814677695,1.021353928261869,1.0472939475703065,1.062090662255377,1.1056423507898605,1.1758230946910184,9.601767619255504,8.43159349736265,8.651423202015453,8.567704631205935,8.026359656955195,606.171752423692,603.9439983014709,604.0033925934941,603.6786504959425,604.9876302665349
C01-037,L01,NORMAL,129.02200040743296,124.89109977332086,128.27346275011462,129.19223513778778,128.2297303260549,1.010880235279188,1.0232016755121836,1.0357246661961208,1.0603256309273907,1.086597444755025,9.811571314454934,9.229398305095614,8.006207774716845,8.491957141253428,9.042741445420097,608.7574512132871,608.5089178372517,605.975129406483,607.0635173779898,607.7278675037454
C01-038,L01,NORMAL,127.8563060233589,128.43850834886342,127.4093572769689,126.29097889191694,128.45367563293505,1.0078133759430286,1.0333632756432247,1.053954125413677,1.1011019369557549,1.1927561408915563,8.573002864135571,8.902083529227605,8.740282142489466,9.493754757435058,10.032714835944375,603.7009847445727,602.7208950044388,603.6401567872382,602.5933717888017,602.0707712028211
C01-039,L01,NORMAL,129.13650202067953,127.9428720984731,127.09240721279996,128.16190412604195,128.20053675263202,1.0231401802215894,1.0418672635126374,1.0681939310467117,1.1131687502984045,1.1973183299750465,9.061695644541375,9.260815629046588,9.993062852528752,11.193150847654994,12.935645476885028,606.9498782351606,605.584652719617,604.4611572020805,604.2715505344231,604.7789496928461
C01-040,L01,NORMAL,128.44139611465613,128.43782881717587,127.85775407597144,128.024469197426,127.82030149773028,0.9911169935851282,0.9910333184672026,0.9717389403585648,0.9827491587280512,0.971771629842486,8.040992382729163,8.751614966387354,9.110738079195354,10.87360947204298,12.928035100659244,603.0467983035871,603.9535270735427,600.8562171073532,604.9191029759908,602.8926493199134
C01-041,L01,NORMAL,126.96248813059806,128.25920639779352,130.26682429423255,128.2328660671896,129.27574433063108,1.0229853122879418,1.02270810983367,1.0248190455417925,1.0371714975632516,1.0721092412128332,8.20681340928924,9.088331942123125,9.65799070664381,12.167164341007338,15.24534474895398,607.523556737362,607.2516978637692,608.4901285477954,608.4585684944027,607.9746450053506
C01-042,L01,NORMAL,126.7070771861057,128.04848019528276,129.2569943058191,127.8836106328536,126.27806894665156,1.0186128313761489,1.0318811802407213,1.0662553682774076,1.105745278647248,1.17516722719704,8.079410063725394,7.469415429738752,8.48340043745867,7.325176064009829,6.757657739901724,606.9049060288759,605.9201123284316,606.1860608555829,607.1578703900868,604.5842165917779
C01-043,L01,NORMAL,128.3162508044965,128.43579332628627,128.52241730603322,128.66191431186783,127.58125695210327,1.006830835692237,1.0238277486851857,1.028365519102587,1.0261821707455434,1.0722767102988324,9.810039447794033,10.129445376067364,10.200487719034266,10.373298679441085,11.616539361487812,608.3495420275957,607.7749481225118,605.0663332521788,607.8760355806224,604.8219874461469
C01-044,L01,NORMAL,127.58586478699878,127.72324814686576,127.55862072471729,129.1101383984919,127.82549040079508,1.0090317563596267,1.0292757960674537,1.0529002198964763,1.097272037930088,1.176040587004196,9.079857978238415,8.690991727735462,7.856806618816141,8.30225717907362,7.157178785589159,602.6322656869237,605.5282427489137,602.2001760011443,602.8164826236989,602.5196269129012
C01-045,L01,NORMAL,128.85188955232636,127.26021112239076,129.29464772136322,127.45843350160484,126.96085247065008,1.006985571006897,1.0098840973744627,1.0181865071406246,1.0019499282688993,1.033293652772696,8.718170163572799,8.985842824110481,8.584340828438304,7.864114589986205,7.461026296135785,608.9517230602519,608.031790337349,607.6819692302045,606.2073676881871,606.3768987396693
C01-046,L01,NORMAL,126.22148830013016,128.23916610791565,128.45455206378094,128.1870578912374,128.8292049201602,1.0056008171892723,1.0189792960166035,1.032238951005011,1.0769517830125623,1.1362229611569012,7.770242760008499,7.743597272891659,7.591129396555117,6.422368011134511,5.880808638170668,601.1314628953942,601.5779968805422,600.0835531570922,600.4748936071428,602.4082510108004
C01-047,L01,NORMAL,127.3355000184746,127.14748168744912,128.1192052203592,127.10814016780328,125.57191037122205,1.0431004257212044,1.0296366917857602,1.0144713690718197,1.01227550108523,0.9564638525104912,7.704493841239858,7.837675978422514,7.495117219250133,7.346498336325308,6.75994327970493,602.1002274286088,602.9457917531088,606.5036188593633,603.6208940120819,601.7888735358383
C01-048,L01,NORMAL,127.24504685693996,126.69892571690264,127.02916831871572,129.3735742692961,127.29071764461791,1.0207464809674318,1.0529603235261162,1.0639567654427446,1.1188980655157643,1.2008420383208953,9.289063786681938,9.883863559565132,10.328622475827832,11.856758397786164,13.45428005574222,608.8344637116288,607.1766248371235,608.1045811767669,608.2061608952981,609.1128795443657
C01-049,L01,NORMAL,128.1236648916929,127.78315588733022,127.91910756213142,127.7061952698747,128.4152488440792,0.9947765308891624,0.9989188054952676,1.030824650105184,1.0544180390751283,1.083602664486146,9.168634775984945,9.274550331644988,10.154827705372249,12.062563471860058,16.20231002492102,601.1488582910316,602.9557258624992,603.1467165565032,601.7304038318181,602.3337154625933
C01-050,L01,LATENT_DEFECT,127.60366502106922,128.61753280439342,127.79846043832327,127.3826402390687,128.66717725765548,1.011543228917902,1.2551403691062544,1.479883371713477,1.960361689384559,2.636280047244003,8.87334747784484,13.42715583766504,25.36605126095853,77.47136465114156,361.117291901441,606.4984356371497,602.4013879698257,601.9829489866078,601.2908986186133,597.6653589503252
C01-051,L01,NORMAL,125.3409856391891,127.47417073698011,128.22564816990925,128.19773851879626,127.2609399850859,1.0027665060838424,1.0157896470990566,1.037165621411393,1.0967927568203044,1.1470269309760317,9.098489217915724,9.055096541774786,8.739629218792546,8.674742410605008,7.972479812385759,600.4912810733362,597.3344218056417,599.7332889634794,600.050716900712,599.0078689060433
C01-052,L01,NORMAL,126.74692813535592,129.68118895679694,127.60788959108316,127.29497875722744,127.08940876777156,1.021531837300527,1.0421934842321838,1.0539387935906923,1.0722982543805233,1.1110612552429566,9.270721411123096,8.744319806006207,8.495478235170815,7.746013460020234,7.26726637778278,599.7777791368459,602.4498816573335,605.13256049422,602.2547553023777,601.8926285399062
C01-053,L01,NORMAL,127.3145888687454,128.7380055902482,128.19864193486902,128.7812846749237,126.21642290204107,1.0288901011007696,1.0397906359203355,1.055181874213049,1.1083736063901832,1.1777883089320131,8.089937115145606,7.568572742046872,7.547023932534657,7.055982015011839,6.125854362520383,606.4337230517044,606.2974805396625,606.1608953515293,607.8426227393624,606.4306993005025
C01-054,L01,NORMAL,127.65704312162968,126.73512628958304,129.29908778334368,129.6840117105685,126.41187472022582,1.0201484376542556,1.022236724476426,1.0571116598473995,1.0921298787235114,1.165526724974738,8.128199645324663,9.346050048537265,9.296716927653929,10.37545260892406,11.119703573441962,609.3067117812792,611.0738708691428,608.656790609,606.9930702884739,609.5923583252438
C01-055,L01,NORMAL,128.3348939602508,129.0826314727366,128.81718443211895,127.61228532213404,126.91025052603636,1.0063006715124447,0.9942989133288848,0.9991082329569724,0.9819562808340724,0.9546733590150251,8.618316707184785,8.851604122987661,7.762409814103111,7.604877665089726,7.374605756498394,607.72973246814,605.9000939662347,610.4980631690471,607.6449121873745,608.2471337499564
C01-056,L01,NORMAL,127.73824536594704,128.9425348005768,129.26039963153286,129.33813424976304,128.33159239765018,1.0144019240858602,1.0158997280393065,1.0132237383822758,1.0151376771981526,1.0108053664524106,8.143075439762494,8.189639155229747,9.782192429430566,10.913835422645048,12.513568071329631,603.9654749824804,602.1887485895875,602.0210999418455,606.4896440172641,603.3212329669684
C01-057,L01,NORMAL,127.09708309765593,127.8619506511741,126.05407203623426,125.56127939183578,126.36455623625407,1.0200064894554195,1.024103631968479,1.0409449965217237,1.0918796260042762,1.150323268874602,10.742230522419865,10.92848003559634,10.38422044667726,11.646445417259152,11.60731020708124,607.3860186637314,607.3073398455753,604.2991222507782,605.7768069466615,607.9799343275962
C01-058,L01,NORMAL,126.4486911322881,127.799008873848,126.71770551380196,126.64021508124482,128.15198409479024,1.0220905118552734,1.0175731134707875,1.008958963534576,1.0120611107075446,0.9976947903478393,8.655653028344725,8.909709553254665,8.470804670596024,8.345095137303026,8.352076830761966,607.8821387077846,606.099682356629,606.425662021888,607.7259034381432,608.4940040332979
C01-059,L01,NORMAL,125.82422745628378,129.13371941139354,125.07201812954308,128.90057318820337,128.43897572966588,1.0105549737307302,1.0045473112675547,1.018806458795183,1.0300280168498108,1.0603184271061523,10.554907583958917,10.294552587809369,9.401463021849745,9.754677136482394,9.378888130058725,607.4092021244355,605.4474001821416,604.754411580166,605.7082254765611,603.5682769992078
C01-060,L01,NORMAL,129.33806279589896,127.71673599317346,127.01845405722192,127.09735162976544,127.19332304105416,1.0011824981970778,1.0071903023723126,1.030864201248283,1.0501246829728974,1.0763933311689688,9.753386286239849,11.011854091008283,10.94839352748848,11.92075537809906,12.758446022776877,602.488722558873,603.8239350806516,601.3372513157037,601.4627640056805,601.4957828914156
C01-061,L01,NORMAL,127.18688098520218,126.2345958483754,127.80875538107004,128.85047506891914,127.66866827296742,1.0040159216496058,0.9984074375929128,1.0033703636260134,0.9854222650494536,0.966737750464368,8.210853625157572,9.21659972772711,9.74299811673652,10.77188565017584,14.02632230638319,605.2251548958386,607.2444126357937,606.793897730601,606.4500625600664,607.8883011178208
C01-062,L01,NORMAL,126.41172444608976,128.27423256815322,126.75410038012876,126.39993049982908,128.0169571806534,0.9853041660053607,0.9838909865373964,0.9811443447495044,0.9660358129455542,0.944825072119323,7.200623334634008,7.194281268043734,7.5111115686665295,7.883509566945208,8.158620714649798,606.6967933655907,608.8472006260646,610.3200686333452,610.0104172765444,609.2019985084456
C01-063,L01,NORMAL,126.04470750984756,127.8682516225015,128.95374643758782,128.8995375049188,127.80465625983618,1.0035681791206303,1.030990304693627,1.055527370592327,1.0731103107153497,1.144009149544689,8.960570760747599,8.48009913092228,8.9828435946132,8.933302791100337,7.980745055093048,609.6971999098379,606.7792869002459,606.2036066240282,606.1953708159442,605.5793146130978
C01-064,L01,NORMAL,128.47008816041236,128.99123229646753,129.0945769179283,126.2545170585882,127.95031574166492,1.0135242352457037,1.0389844997572952,1.0739524983501234,1.13254989020736,1.2113075488292628,8.988114146120607,9.367111960985062,9.65645597799726,10.939767788049943,12.342880393617,602.5972254924031,605.2095156658605,604.6029583925024,604.6438726377379,605.404854171739
C01-065,L01,NORMAL,127.1230137131888,128.27171482259547,128.18621918716644,126.79628402139572,128.4619078085024,1.0335883547727227,1.0355763334469497,1.0384576176080278,1.0419039800989636,1.054297657974418,9.710115201982706,9.577776417495643,10.00134171222646,11.459801362751262,13.770431308568348,604.601426478375,604.4042342981858,605.4073311098082,602.3783030279326,603.3487223975325
C01-066,L01,NORMAL,128.2319061648532,128.02532732788345,125.49632277429936,128.08150200597916,125.54595774545189,1.012850082804336,1.0096672997084917,0.9962575395661304,0.9894491903003534,0.9724949885190576,8.29962993494874,9.24355524644891,8.463441036845824,9.35421491853443,8.960758865552336,600.5734169766318,600.0321049008049,602.3321392565023,601.7084568774993,601.6906510298759
C01-067,L01,NORMAL,126.42400798605524,127.91929814166907,127.85921738151325,126.37971541353365,127.63213863763436,1.0158220052513895,1.003644811663626,0.9970970819830326,0.9946931210273016,0.9777272891196928,8.029453934201827,9.857626766548996,9.9386384300781,12.159178173389138,16.555654933907398,605.9393225819514,606.0577871937869,604.8153090984721,604.5149630716293,603.1974637696735
C01-068,L01,NORMAL,128.13551316928076,127.20274759658228,128.45049044278394,127.89211327650092,126.76453927503536,1.0324211898407831,1.0255733639304605,1.024527508652358,1.0442060296318307,1.0195089950277687,8.942601152886711,9.236784330460033,8.555161530904188,8.945253785857549,7.459437600780726,602.0317060063556,601.7924876574607,604.0387276772021,601.478433530762,601.9525891945782
C01-069,L01,NORMAL,129.52778590730128,128.03236102689826,127.91713318766138,129.0345778408968,128.83720936565658,1.0180623145952703,1.0342342891311749,1.0249742976849026,1.025011304944946,1.0746109629098703,8.222581108865004,7.998000717767689,8.030568182554257,6.870842039695408,6.040210511188072,611.4731225703334,611.378653134565,613.9331340727318,613.7219821552434,613.1603841697222
C01-070,L01,OBVIOUS_FAILURE,127.37868199593215,127.41204522080564,127.82113105205067,125.84786027931467,127.3595670740012,1.0050920901917142,1.294972252103755,1.584070107132643,2.1600938373087866,3.027034755528014,7.571703246996839,30.558690539232604,110.9800982395975,1922.4546443463505,114925.54613689044,604.5131985807573,603.2802454455066,602.6741929832735,596.6707587338782,594.586929510768
C01-071,L01,NORMAL,128.4954885428414,127.5952395646295,128.23631043420033,127.56298824748792,127.83267966270115,1.0148655282878556,1.041616744344373,1.0697261708874413,1.1260364954338942,1.2213046954582432,7.625368815932587,8.086123590447851,7.900214225997327,8.361745543541632,8.776936735684854,606.8711291737035,606.7230823995549,606.2813354082506,607.5810588874955,606.1559147258145
C01-072,L01,NORMAL,128.052976171917,127.12976045299902,126.42473209142253,128.84579298901463,128.50021810057368,0.9839050550384808,1.0073052797696571,1.0311277038183169,1.0838846266363291,1.1505312227118334,9.0547275143347,9.20658372884528,9.47646646308258,9.086234448150076,9.971622192125068,602.4379937584958,603.6544629805891,603.4328258204125,604.4087178127332,602.0922562505557
C01-073,L01,NORMAL,129.6306086912564,129.2438004990972,128.08843031715028,128.36455237365124,125.66567110662366,0.9975365827923408,1.009451386416634,0.992983530444713,0.9797571464441356,0.9872991846564838,7.864495300157176,7.776424913203822,8.120888771144358,7.848024231268158,7.1643000247972175,603.8934904114592,603.9080847572684,600.6493507771958,601.2265055050553,601.7973317742707
C01-074,L01,LATENT_DEFECT,127.69166808767515,127.96901647966013,128.33151485694975,124.77406158382088,126.3555081667041,1.0127738884333084,1.148366733480357,1.2691393602187475,1.5334618917987275,1.9073198760546453,8.833922662261864,14.56553647444837,27.484275997239003,77.28418807799156,505.4720772080398,604.0377940023449,602.6663441146067,601.0042101720564,601.9955578096333,598.126137866805
C01-075,L01,LATENT_DEFECT,128.55412195893646,129.115204117633,126.65975974279355,127.916521008904,126.01883795275576,1.0207143005691333,1.214004076863213,1.4167462867820872,1.8229550124383824,2.4195528486761737,8.475051605791245,18.6652225073067,43.07860467880711,184.00439366708315,1748.5891133663138,604.0620914813759,600.9095389966701,600.8281486552006,597.1840413624776,595.0261933332913
C01-076,L01,NORMAL,126.79716523626062,127.23564250919809,127.58556405739566,127.73308020392048,127.5149968613477,1.0240182652324332,1.0440897855185964,1.0427420947931976,1.042375169452067,1.0544930944308066,8.663728758249997,8.1788626959294,8.037725127764446,7.753718306535784,6.997912250096413,606.8754002448699,606.2549377595078,606.2550448036668,606.8292632731686,606.2048162316044
